ns:base.technologyofdoing.knowledge_worker_practice.parent_practice	ns:base.technologyofdoing.knowledge_worker_practice	ns:base.technologyofdoing.knowledge_worker_practice
ns:base.morelaw.legal_system.governmental_jurisdiction	ns:base.morelaw.legal_system	ns:government.governmental_jurisdiction
ns:baseball.baseball_division.league	ns:baseball.baseball_division	ns:baseball.baseball_league
ns:user.sai_rath.default_domain.freedom_fighter.country_served	ns:user.sai_rath.default_domain.freedom_fighter	ns:location.country
ns:book.publishing_company.imprint..book.publisher_imprint_tenure.imprints	ns:book.publishing_company	ns:book.publishing_company
ns:user.skud.boats.sailing_vessel_rig.included_in_rig	ns:user.skud.boats.sailing_vessel_rig	ns:user.skud.boats.sailing_vessel_rig
ns:computer.software.license	ns:computer.software	ns:computer.software_license
ns:location.hud_foreclosure_area.total_90_day_vacant_residential_addresses..measurement_unit.dated_integer.source	ns:location.hud_foreclosure_area	ns:dataworld.information_source
ns:base.computerscience.formal_grammar.associated_automaton	ns:base.computerscience.formal_grammar	ns:base.computerscience.automaton
ns:user.skud.boats.vessel_use.vessels	ns:user.skud.boats.vessel_use	ns:user.skud.boats.vessel
ns:user.ktrueman.default_domain.international_organization.mailing_address..location.mailing_address.citytown	ns:user.ktrueman.default_domain.international_organization	ns:location.location
ns:film.film_set_designer.film_sets_designed	ns:film.film_set_designer	ns:film.film
ns:base.startrek.starship_from_star_trek.affiliation	ns:base.startrek.starship_from_star_trek	ns:base.startrek.agency
ns:user.jamie.default_domain.boat_class.parent_class	ns:user.jamie.default_domain.boat_class	ns:user.jamie.default_domain.boat_class
ns:base.handball.handball_team.player_roster..base.handball.handball_roster_position.player	ns:base.handball.handball_team	ns:base.handball.handball_player
ns:royalty.order_of_chivalry.category	ns:royalty.order_of_chivalry	ns:royalty.order_of_chivalry_category
ns:computer.internet_protocol.software_used_by	ns:computer.internet_protocol	ns:computer.software
ns:base.schemastaging.tv_actor_extra.regular_dubbing_performances..base.schemastaging.tv_star_dubbing_performance.character	ns:base.schemastaging.tv_actor_extra	ns:base.schemastaging.tv_character_extra
ns:medicine.disease.treatments	ns:medicine.disease	ns:medicine.medical_treatment
ns:user.alexander.toys.toy_line.included_by	ns:user.alexander.toys.toy_line	ns:user.alexander.toys.toy_line
ns:user.sprocketonline.economics.political_philosophy.notable_thinkers	ns:user.sprocketonline.economics.political_philosophy	ns:people.person
ns:architecture.engineering_firm.partners	ns:architecture.engineering_firm	ns:architecture.engineer
ns:book.author.works_written	ns:book.author	ns:book.written_work
ns:celebrities.celebrity.rehab_history..celebrities.rehab.rehab_facility	ns:celebrities.celebrity	ns:celebrities.rehab_facility
ns:soccer.football_team.sold_players..soccer.football_player_transfer.purchasing_team	ns:soccer.football_team	ns:soccer.football_team
ns:base.warriors.clan.past_leaders	ns:base.warriors.clan	ns:base.warriors.clan_cat
ns:government.governmental_body.members..government.government_position_held.basic_title	ns:government.governmental_body	ns:government.government_office_category
ns:fictional_universe.fictional_substance.appears_in_fictional_universe	ns:fictional_universe.fictional_substance	ns:fictional_universe.fictional_universe
ns:base.gadgets.brand.products	ns:base.gadgets.brand	ns:base.gadgets.gadget
ns:business.business_operation.operating_income..measurement_unit.dated_money_value.currency	ns:business.business_operation	ns:finance.currency
ns:automotive.platform.related	ns:automotive.platform	ns:automotive.platform
ns:user.skud.boats.naval_engagement.ships..user.skud.boats.naval_engagement_participation.side	ns:user.skud.boats.naval_engagement	ns:user.skud.boats.naval_combatant
ns:user.jamie.default_domain.boat.ship_builder	ns:user.jamie.default_domain.boat	ns:boats.ship_builder
ns:user.lindenb.default_domain.student.teacher	ns:user.lindenb.default_domain.student	ns:user.lindenb.default_domain.teacher
ns:base.paranormal.paranormal_event.attributed_to_person	ns:base.mystery.paranormal_event	ns:base.mystery.person_with_alleged_paranormal_powers
ns:base.siswimsuitmodels.si_swimsuit_model.issues..base.siswimsuitmodels.si_swimsuit_appearance.shooting_locations	ns:base.siswimsuitmodels.si_swimsuit_model	ns:location.location
ns:music.release.label	ns:music.release	ns:music.record_label
ns:wine.wine.country	ns:wine.wine	ns:location.country
ns:sports.sports_position.players..basketball.basketball_roster_position.position	ns:sports.sports_position	ns:sports.sports_position
ns:government.governmental_body.members..government.government_position_held.jurisdiction_of_office	ns:government.governmental_body	ns:government.governmental_jurisdiction
ns:base.rugby.rugby_coach.coached_team_s..base.rugby.rugby_coaching_tenure.team	ns:base.rugby.rugby_coach	ns:base.rugby.rugby_club
ns:user.mdaconta.human_resources.employee.employedby	ns:user.mdaconta.human_resources.employee	ns:organization.organization
ns:sports.sport_country.multi_event_tournaments_participated_in	ns:sports.sport_country	ns:sports.multi_event_tournament
ns:organization.non_profit_organization.registered_with..organization.non_profit_registration.registering_agency	ns:organization.non_profit_organization	ns:government.government_agency
ns:american_football.football_team.current_head_coach	ns:american_football.football_team	ns:american_football.football_coach
ns:base.fictionaluniverse.fictional_spacecraft.crew..base.fictionaluniverse.fictional_spaceship_crewman_posting.crewman	ns:base.fictionaluniverse.fictional_spacecraft	ns:base.fictionaluniverse.fictional_spaceship_crewman
ns:business.consumer_company.product_lines..business.company_product_line_relationship.product_line	ns:business.consumer_company	ns:business.product_line
ns:music.instrument.family	ns:music.instrument	ns:music.instrument
ns:user.rcheramy.default_domain.hockey_team.head_coach	ns:user.rcheramy.default_domain.hockey_team	ns:people.person
ns:event.disaster_affected_structure.destroyed_by_disaster	ns:event.disaster_affected_structure	ns:event.disaster
ns:film.film_crewmember.films_crewed..film.film_crew_gig.film_crew_role	ns:film.film_crewmember	ns:film.film_job
ns:user.wiznia.default_domain.p2p_system.applications	ns:user.wiznia.default_domain.p2p_system	ns:computer.software
ns:award.hall_of_fame.inductees..award.hall_of_fame_induction.category	ns:award.hall_of_fame	ns:award.hall_of_fame_induction_category
ns:sports.sports_team.sport	ns:sports.sports_team	ns:sports.sport
ns:film.film.distributors..film.film_film_distributor_relationship.film_cut	ns:film.film	ns:film.film_cut_type
ns:location.metropolitan_area.anchor_city	ns:location.metropolitan_area	ns:location.metropolitan_area_anchor
ns:government.politician.government_positions_held..government.government_position_held.basic_title	ns:government.politician	ns:government.government_office_category
ns:base.popstra.religion.membership..base.popstra.religion_choice.member	ns:base.popstra.religion	ns:base.popstra.celebrity
ns:user.alexbl.default_domain.exchanged_currency.target_of_exchange..finance.exchange_rate.source_of_exchange	ns:user.alexbl.default_domain.exchanged_currency	ns:finance.currency
ns:amusement_parks.ride_manufacturer.rides	ns:amusement_parks.ride_manufacturer	ns:amusement_parks.ride
ns:law.legal_case.judges	ns:law.legal_case	ns:law.judge
ns:computer.software_developer.software	ns:computer.software_developer	ns:computer.software
ns:music.concert_tour.concert_films_or_videos	ns:music.concert_tour	ns:music.concert_film
ns:automotive.model.make	ns:automotive.model	ns:automotive.make
ns:fictional_universe.fictional_character.species	ns:fictional_universe.fictional_character	ns:fictional_universe.character_species
ns:award.hall_of_fame.discipline	ns:award.hall_of_fame	ns:award.hall_of_fame_discipline
ns:user.rcheramy.default_domain.film_studio.films	ns:user.rcheramy.default_domain.film_studio	ns:film.film
ns:base.formula1.formula_1_driver.race_standing..base.formula1.formula_1_race_standing.team	ns:base.formula1.formula_1_driver	ns:base.formula1.formula_1_team
ns:base.bioventurist.science_or_technology_company.products	ns:base.bioventurist.science_or_technology_company	ns:base.bioventurist.product
ns:business.acquisition.acquiring_company	ns:business.acquisition	ns:organization.organization
ns:base.ancientegypt.dynasty.part_of_historical_period	ns:base.ancientegypt.dynasty	ns:base.ancientegypt.historical_period
ns:base.engineering.chartering_institution.chartered_members..base.engineering.chartership.chartered_person	ns:base.engineering.chartering_institution	ns:base.engineering.engineering_person
ns:user.moonhouse.default_domain.reference_rate.currency	ns:user.moonhouse.default_domain.reference_rate	ns:finance.currency
ns:architecture.architectural_style.architects	ns:architecture.architectural_style	ns:architecture.architect
ns:base.health20accelerator.member.supported_task	ns:base.health20accelerator.member	ns:base.health20accelerator.task
ns:base.fight.crime_type.crimes_of_this_type	ns:base.fight.crime_type	ns:base.crime.crime
ns:physics.particle.antiparticle..physics.particle_antiparticle.particle	ns:physics.particle	ns:physics.particle
ns:base.coinsdaily.coin_type.parent_coin_type	ns:base.coinsdaily.coin_type	ns:base.coinsdaily.coin_type
ns:base.bioventurist.technology_class.related_technology	ns:base.bioventurist.technology_class	ns:base.bioventurist.technology_class
ns:base.datedlocationtest.dated_location_test.resulted_from_break_up..base.datedlocationtest.dated_location_break_up.new_locations	ns:base.datedlocationtest.dated_location_test	ns:base.datedlocationtest.dated_location_test
ns:film.person_or_entity_appearing_in_film.films..film.personal_film_appearance.film	ns:film.person_or_entity_appearing_in_film	ns:film.film
ns:base.artmetadata.art_form.medium	ns:base.artmetadata.art_form	ns:visual_art.visual_art_medium
ns:user.weel.default_domain.periodical.language	ns:user.weel.default_domain.periodical	ns:language.human_language
ns:user.robert.performance.performer.other_performances..user.robert.performance.performance.headliner	ns:user.robert.performance.performer	ns:user.robert.performance.performer
ns:base.formula1.formula_1_team.base	ns:base.formula1.formula_1_team	ns:location.location
ns:business.company_termination_type.companies	ns:business.company_termination_type	ns:business.defunct_company
ns:cvg.computer_videogame.uses_game_engine	ns:cvg.computer_videogame	ns:cvg.computer_game_engine
ns:music.opera_singer.voice_type	ns:music.opera_singer	ns:music.voice
ns:influence.influence_node.influenced	ns:influence.influence_node	ns:influence.influence_node
ns:automotive.model.predecessor	ns:automotive.model	ns:automotive.model
ns:aviation.aircraft_model.manufacturer	ns:aviation.aircraft_model	ns:aviation.aircraft_manufacturer
ns:user.pumpkin.etymology.word.language	ns:user.pumpkin.etymology.word	ns:language.human_language
ns:base.peleton.cycling_team_professional.team_national_headquarters_location..base.peleton.cycling_team_based_at.country	ns:base.peleton.cycling_team_professional	ns:location.country
ns:base.fight.protester.involved_in_protest	ns:base.fight.protester	ns:base.fight.protest
ns:event.public_speaker.speeches_or_presentations..event.speech_or_presentation.speech_topic	ns:event.public_speaker	ns:event.speech_topic
ns:base.athletics.athletics_medal.medal_winners..base.athletics.athletics_championships_competition_athlete_relationship.championships	ns:base.athletics.athletics_medal	ns:base.athletics.athletics_championships
ns:user.uoa_it.uoa_it.uoa_technology.technology_type	ns:user.uoa_it.uoa_it.uoa_technology	ns:user.uoa_it.uoa_it.uoa_technology_type
ns:protected_sites.natural_or_cultural_site_designation.sites..protected_sites.natural_or_cultural_site_listing.listed_site	ns:protected_sites.natural_or_cultural_site_designation	ns:protected_sites.listed_site
ns:base.locations.states_and_provences.country	ns:base.locations.states_and_provences	ns:base.locations.countries
ns:law.legal_case.court	ns:law.legal_case	ns:law.court
ns:astronomy.extraterrestrial_location.type_of_planetographic_feature	ns:astronomy.extraterrestrial_location	ns:astronomy.type_of_planetographic_feature
ns:opera.opera_character.operas_appears_in..opera.opera_character_voice.opera	ns:opera.opera_character	ns:opera.opera
ns:music.musical_group.member..music.group_membership.role	ns:music.musical_group	ns:music.performance_role
ns:music.record_label.artist	ns:music.record_label	ns:music.artist
ns:base.bioventurist.bv_medical_condition.company_involved	ns:base.bioventurist.bv_medical_condition	ns:base.bioventurist.science_or_technology_company
ns:user.chaswarner.default_domain.file_format.created_by	ns:user.chaswarner.default_domain.file_format	ns:computer.software_developer
ns:games.game.expansions	ns:games.game	ns:games.game_expansion
ns:base.writing.symset.hypernym	ns:base.writing.symset	ns:base.writing.symset
ns:education.field_of_study.journals_in_this_discipline	ns:education.field_of_study	ns:book.journal
ns:fictional_universe.fictional_organization.members	ns:fictional_universe.fictional_organization	ns:fictional_universe.fictional_character
ns:film.person_or_entity_appearing_in_film.films..film.personal_film_appearance.type_of_appearance	ns:film.person_or_entity_appearing_in_film	ns:film.personal_film_appearance_type
ns:base.crime.crime.persons_accused..base.crime.crime_accusation.suspect	ns:base.crime.crime	ns:base.crime.crime_suspect
ns:base.centreforeresearch.project.member_role..base.centreforeresearch.staff_project_involvement.staff_name	ns:base.centreforeresearch.project	ns:base.centreforeresearch.staff
ns:sports.sports_team.roster..baseball.baseball_roster_position.position	ns:sports.sports_team	ns:sports.sports_position
ns:music.artist.track	ns:music.artist	ns:music.recording
ns:fictional_universe.fictional_substance.fictional_object	ns:fictional_universe.fictional_substance	ns:fictional_universe.fictional_object
ns:royalty.noble_rank.used_in..royalty.system_rank_relationship.system	ns:royalty.noble_rank	ns:royalty.system_of_nobility
ns:user.jamie.default_domain.osm.way.segments..user.jamie.default_domain.osm.segment.to_node	ns:user.jamie.default_domain.osm.way	ns:user.jamie.default_domain.osm.node
ns:location.de_rural_district.district_seat	ns:location.de_rural_district	ns:location.de_city
ns:music.musical_group.member	ns:music.musical_group	ns:music.group_membership
ns:aviation.airport_operator.airports_operated	ns:aviation.airport_operator	ns:aviation.airport
ns:base.popstra.celebrity.infidelity_victim..base.popstra.infidelity.victim	ns:base.popstra.celebrity	ns:base.popstra.celebrity
ns:base.represent.agent.type_of_agent	ns:base.represent.agent	ns:base.represent.type_of_agent
ns:rail.locomotive_builder.locomotive_classes_built	ns:rail.locomotive_builder	ns:rail.locomotive_class
ns:base.militaryinfiction.event_in_fiction.includes_events	ns:base.militaryinfiction.event_in_fiction	ns:base.militaryinfiction.event_in_fiction
ns:cvg.computer_videogame.expansions	ns:cvg.computer_videogame	ns:cvg.computer_game_expansion
ns:business.acquisition.company_acquired	ns:business.acquisition	ns:organization.organization
ns:soccer.football_player.current_team..sports.sports_team_roster.position	ns:sports.pro_athlete	ns:sports.sports_position
ns:business.shopping_center.store	ns:business.shopping_center	ns:business.business_location
ns:education.athletics_brand.teams	ns:education.athletics_brand	ns:sports.school_sports_team
ns:user.sandos.computation.web_development_framework.paradigm	ns:user.sandos.computation.web_development_framework	ns:user.sandos.computation.web_development_framework_paradigm
ns:base.aubreymaturin.ship.crew..base.aubreymaturin.crew_membership.sailor	ns:base.aubreymaturin.ship	ns:base.aubreymaturin.sailor
ns:user.geektastique.superheroes.superhero.alias	ns:user.geektastique.superheroes.superhero	ns:common.topic
ns:location.capital_category.capitals_of_administrative_divisions..location.administrative_division_capital_relationship.administrative_division	ns:location.capital_category	ns:location.administrative_division
ns:base.ecology.type_of_ecosystem.includes_types_of_ecosystem	ns:base.ecology.type_of_ecosystem	ns:base.ecology.type_of_ecosystem
ns:base.locations.place_in_the_world.country	ns:base.locations.place_in_the_world	ns:base.locations.countries
ns:base.activism.activism_issue.related_protests_etc	ns:base.activism.activism_issue	ns:base.activism.activist_event
ns:education.educational_institution.phone_number..common.phone_number.service_location	ns:education.educational_institution	ns:location.location
ns:business.business_location.phone_number..common.phone_number.service_location	ns:business.business_location	ns:location.location
ns:people.cause_of_death.parent_cause_of_death	ns:people.cause_of_death	ns:people.cause_of_death
ns:user.alexbl.honorary_title.honorary_title.chivalric_order	ns:user.alexbl.honorary_title.honorary_title	ns:user.alexbl.honorary_title.chivalric_order
ns:religion.religion.texts	ns:religion.religion	ns:religion.religious_text
ns:comic_books.comic_book_colorist.comic_stories_colored	ns:comic_books.comic_book_colorist	ns:comic_books.comic_book_story
ns:base.animalpathology.animal_disease_cause.animal_disease_triangle..base.animalpathology.animal_disease_triangle.host	ns:base.animalpathology.animal_disease_cause	ns:base.animalpathology.animal_disease_host
ns:award.award_nominee.award_nominations..award.award_nomination.nominated_for	ns:award.award_nominee	ns:award.award_nominated_work
ns:astronomy.galaxy.galactic_group	ns:astronomy.galaxy	ns:astronomy.galactic_group
ns:user.brandon_macuser.default_domain.bible_translation.translators	ns:user.brandon_macuser.default_domain.bible_translation	ns:book.translator
ns:film.film_location.featured_in_films	ns:film.film_location	ns:film.film
ns:base.mullardspacesciencelaboratoryprojects.satellite.launch_vehicle	ns:base.mullardspacesciencelaboratoryprojects.satellite	ns:common.topic
ns:user.coco.science.concepts_theories.field_of_study	ns:user.coco.science.concepts_theories	ns:education.field_of_study
ns:internet.top_level_domain_type.domains	ns:internet.top_level_domain_type	ns:internet.top_level_domain
ns:travel.travel_destination.tourist_attractions	ns:travel.travel_destination	ns:travel.tourist_attraction
ns:user.geektastique.superheroes.superhero.special_ability..user.geektastique.superheroes.abilities.special_ability	ns:user.geektastique.superheroes.superhero	ns:fictional_universe.character_powers
ns:base.services.service.service_area	ns:base.services.service	ns:location.location
ns:base.juiced.banned_substance.athletes	ns:base.juiced.banned_substance	ns:base.juiced.user_of_banned_substances
ns:base.disaster2.state_of_emergency.declarations..base.disaster2.state_of_emergency_declaration.emergency_legislation	ns:base.disaster2.state_of_emergency	ns:base.disaster2.emergency_law
ns:visual_art.art_period_movement.associated_artworks	ns:visual_art.art_period_movement	ns:visual_art.artwork
ns:computer.computer.peripherals	ns:computer.computer	ns:computer.computer_peripheral
ns:location.mx_state.capital	ns:location.mx_state	ns:location.citytown
ns:sports.sports_team.member_of	ns:sports.sports_team	ns:sports.sports_league
ns:base.aareas.schema.administrative_area.administrative_area_type	ns:base.aareas.schema.administrative_area	ns:base.aareas.schema.administrative_area_type
ns:base.folklore.named_mythical_creature.type_of_mythical_creature	ns:base.folklore.named_mythical_creature	ns:base.folklore.mythical_creature
ns:martial_arts.martial_artist.instructor	ns:martial_arts.martial_artist	ns:martial_arts.martial_artist
ns:base.eating.diets.people_who_follow_this_diet	ns:base.eating.diets	ns:base.eating.practicer_of_diet
ns:sports.sports_league.sport	ns:sports.sports_league	ns:sports.sport
ns:film.film_festival.focus	ns:film.film_festival	ns:film.film_festival_focus
ns:sports.sports_championship_event.champion	ns:sports.sports_championship_event	ns:sports.sports_team
ns:soccer.football_league.governing_body	ns:soccer.football_league	ns:soccer.fifa
ns:projects.project.part_of_larger_project	ns:projects.project	ns:projects.project
ns:base.bioventurist.area_of_expertise.disease_or_medical_condition	ns:base.bioventurist.area_of_expertise	ns:medicine.disease
ns:base.database.database.database_host	ns:base.database.database	ns:base.database.database_host
ns:base.qualia.type_of_disability.support_advocacy_groups	ns:base.qualia.type_of_disability	ns:base.qualia.disability_organization
ns:base.locations.counties_parishes_and_boroughs.cities_within	ns:base.locations.counties_parishes_and_boroughs	ns:base.locations.cities_and_towns
ns:base.recordingstudios.studio_album.producer	ns:base.recordingstudios.studio_album	ns:music.producer
ns:astronomy.galaxy.interaction..astronomy.galactic_interaction.galaxy	ns:astronomy.galaxy	ns:astronomy.galaxy
ns:fictional_universe.fictional_character.parents	ns:fictional_universe.fictional_character	ns:fictional_universe.fictional_character
ns:metropolitan_transit.transit_vehicle.transit_lines	ns:metropolitan_transit.transit_vehicle	ns:metropolitan_transit.transit_line
ns:sports.drafted_athlete.drafted..sports.sports_league_draft_pick.school	ns:sports.drafted_athlete	ns:education.educational_institution
ns:base.eating.diets.created_by	ns:base.eating.diets	ns:base.eating.diet_creator
ns:user.skud.boats.naval_engagement.ships..user.skud.boats.naval_engagement_participation.ship	ns:user.skud.boats.naval_engagement	ns:user.skud.boats.warship
ns:base.ancientegypt.tomb.excavated_by	ns:base.ancientegypt.tomb	ns:base.ancientegypt.tomb_excavator
ns:user.buxul.default_domain.german_politician.political_party1	ns:user.buxul.default_domain.german_politician	ns:user.buxul.default_domain.german_political_party
ns:freebase.apps.hosts.com.freebaseapps.topics.company.headquarters..location.mailing_address.citytown	ns:freebase.apps.hosts.com.appspot.acre.topics.company	ns:location.location
ns:royalty.noble_rank.gender	ns:royalty.noble_rank	ns:people.gender
ns:law.us_patent.inventor	ns:law.us_patent	ns:law.inventor
ns:user.sprocketonline.default_domain.season.succeeding_season..user.sprocketonline.default_domain.season_temporality.succeeding_season	ns:user.sprocketonline.default_domain.season	ns:user.sprocketonline.default_domain.season
ns:base.aareas.schema.administrative_area.administrative_parent	ns:base.aareas.schema.administrative_area	ns:base.aareas.schema.administrative_area
ns:radio.radio_subject.programs_with_this_subject	ns:radio.radio_subject	ns:radio.radio_program
ns:user.afraz.default_domain.school_of_thought.is_part_of	ns:user.afraz.default_domain.school_of_thought	ns:religion.religion
ns:base.ports.port_authority.marine_terminals_managed	ns:base.ports.port_authority	ns:base.ports.marine_terminal
ns:base.honouriam.honoured_person.honour_bestowed	ns:base.honouriam.honoured_person	ns:base.honouriam.honour
ns:base.process.tool.process..base.process.action.process	ns:base.process.tool	ns:base.process.process
ns:travel.hotel_brand.hotels_in_this_brand	ns:travel.hotel_brand	ns:travel.hotel
ns:base.banking.investment_scheme.included_in	ns:base.banking.investment_scheme	ns:base.banking.investment_scheme
ns:book.written_work.editor	ns:book.written_work	ns:book.author
ns:computer.computer_designer.computers_designed	ns:computer.computer_designer	ns:computer.computer
ns:distilled_spirits.blended_spirit.style	ns:distilled_spirits.blended_spirit	ns:distilled_spirits.blended_spirit_style
ns:base.thoroughbredracing.thoroughbred_racehorse.sex	ns:base.thoroughbredracing.thoroughbred_racehorse	ns:base.thoroughbredracing.thoroughbred_racehorse_sex
ns:base.ancientegypt.pharaoh.dynasty	ns:base.ancientegypt.pharaoh	ns:base.ancientegypt.dynasty
ns:user.rcheramy.default_domain.hockey_team.league	ns:user.rcheramy.default_domain.hockey_team	ns:user.rcheramy.default_domain.hockey_league
ns:user.lapax.default_domain.landlocked_country.surrounded_by	ns:user.lapax.default_domain.landlocked_country	ns:location.country
ns:dataworld.gardening_hint.split_to	ns:dataworld.gardening_hint	ns:type.object
ns:automotive.body_style.examples	ns:automotive.body_style	ns:automotive.model_year
ns:base.motorcycle.motorcycle_section.motorcycle_part_s	ns:base.motorcycle.motorcycle_section	ns:base.motorcycle.vehicle_part
ns:base.popstra.criminal_offense.arrests..base.popstra.arrest.location	ns:base.popstra.criminal_offense	ns:base.popstra.location
ns:base.onlineadvertising.ad_type.ad_networks	ns:base.onlineadvertising.ad_type	ns:base.onlineadvertising.ad_network
ns:measurement_unit.luminous_flux_unit.measurement_system	ns:measurement_unit.luminous_flux_unit	ns:measurement_unit.measurement_system
ns:opera.opera_company.operas_produced	ns:opera.opera_company	ns:opera.opera_production
ns:tv.tv_writer.tv_segments_written	ns:tv.tv_writer	ns:tv.tv_episode_segment
ns:religion.religious_organization.address..location.mailing_address.state_province_region	ns:organization.organization	ns:location.administrative_division
ns:aviation.airline.alliance	ns:aviation.airline	ns:aviation.airline_alliance
ns:base.yalebase.person.worked_on_publications	ns:base.yalebase.person	ns:base.yalebase.publication
ns:people.person.children	ns:people.person	ns:people.person
ns:measurement_unit.radioactivity_unit.measurement_system	ns:measurement_unit.radioactivity_unit	ns:measurement_unit.measurement_system
ns:user.cheunger.sports_test.team_roster.members..user.cheunger.sports_test.roster_membership.athlete	ns:user.cheunger.sports_test.team_roster	ns:user.cheunger.sports_test.team_athlete
ns:base.typefaces.typeface_foundry.typefaces	ns:base.typefaces.typeface_foundry	ns:base.typefaces.typeface
ns:base.bigsky.site.landing_zone	ns:base.bigsky.site	ns:base.bigsky.landing_zone
ns:base.abcbirds.partnership.program_partnership_s	ns:base.abcbirds.partnership	ns:base.conservationaction.coordinated_program
ns:base.webvideo.internet_video_series.broadcasters	ns:base.webvideo.internet_video_series	ns:base.webvideo.internet_video_broadcaster
ns:american_football.football_team.conference	ns:american_football.football_team	ns:american_football.football_conference
ns:law.constitution.amendments	ns:law.constitution	ns:law.constitutional_amendment
ns:people.deceased_person.place_of_burial	ns:people.deceased_person	ns:people.place_of_interment
ns:cricket.cricket_team.coach	ns:cricket.cricket_team	ns:cricket.cricket_coach
ns:base.formula1.formula_1_driver.last_race	ns:base.formula1.formula_1_driver	ns:base.formula1.formula_1_grand_prix
ns:base.celebrations.celebration_subject.event	ns:base.celebrations.celebration_subject	ns:base.celebrations.celebration
ns:base.wastrology.zodiacsign.related_astronomical_constellation	ns:base.wastrology.zodiacsign	ns:astronomy.constellation
ns:music.music_video_director.music_videos_directed	ns:music.music_video_director	ns:music.music_video
ns:measurement_unit.charge_unit.measurement_system	ns:measurement_unit.charge_unit	ns:measurement_unit.measurement_system
ns:base.vgames.video_game.release_dates..base.vgames.video_game_release.region	ns:base.vgames.video_game	ns:location.location
ns:medicine.drug_mechanism_of_action.drugs_with_this_mechanism_of_action	ns:medicine.drug_mechanism_of_action	ns:medicine.drug
ns:user.fluteflute.default_domain.radio_program.original_radio_station	ns:user.fluteflute.default_domain.radio_program	ns:broadcast.radio_station
ns:user.jschell.default_domain.fictional_character.appeared_in	ns:user.jschell.default_domain.fictional_character	ns:film.film
ns:base.litcentral.current_organism_classification.previous_name_s..base.litcentral.taxonomic_history.previous_name	ns:base.litcentral.current_organism_classification	ns:base.litcentral.previous_organism_classification
ns:user.alexander.philosophy.philosopher.era	ns:user.alexander.philosophy.philosopher	ns:user.alexander.philosophy.era
ns:base.process.process_state.output_of	ns:base.process.process_state	ns:base.process.process
ns:base.coffee.coffee.origin	ns:base.coffee.coffee	ns:location.location
ns:sports.drafted_athlete.drafted..sports.sports_league_draft_pick.draft	ns:sports.drafted_athlete	ns:sports.sports_league_draft
ns:base.americancivilwar.battle.ships_involved_in_this_conflict	ns:base.americancivilwar.battle	ns:base.americancivilwar.ship
ns:education.university.local_tuition..measurement_unit.dated_money_value.currency	ns:education.university	ns:finance.currency
ns:finance.stock_exchange.companies_traded..business.stock_ticker_symbol.issue	ns:finance.stock_exchange	ns:business.issue
ns:base.schemastaging.recurring_event_extra.location	ns:base.schemastaging.recurring_event_extra	ns:location.location
ns:government.political_party.politicians_in_this_party..government.political_party_tenure.politician	ns:government.political_party	ns:government.politician
ns:base.schemastaging.tv_program_extra.regular_dubbing_performances..base.schemastaging.tv_star_dubbing_performance.language	ns:base.schemastaging.tv_program_extra	ns:language.human_language
ns:medicine.drug_brand.canonical_drug	ns:medicine.drug_brand	ns:medicine.drug
ns:measurement_unit.measurement_system.potential_units	ns:measurement_unit.measurement_system	ns:measurement_unit.potential_unit
ns:base.musicmanager.music_manager.managed	ns:base.musicmanager.music_manager	ns:base.musicmanager.managed_artist
ns:theater.play.characters	ns:theater.play	ns:theater.theater_character
ns:user.robert.mobile_phones.mobile_phone_operating_system.mobile_phones_with_this_os	ns:user.robert.mobile_phones.mobile_phone_operating_system	ns:user.robert.mobile_phones.mobile_phone
ns:user.thadguidry.default_domain.bread.cereal_grains_used	ns:user.thadguidry.default_domain.bread	ns:user.thadguidry.default_domain.cereal_grain
ns:music.group_member.artists_supported	ns:music.group_member	ns:music.artist
ns:travel.hotel.operating_brand	ns:travel.hotel	ns:travel.hotel_brand
ns:base.argumentmaps.morally_disputed_activity.moral_defence	ns:base.argumentmaps.morally_disputed_activity	ns:base.argumentmaps.moral_defence
ns:ice_hockey.hockey_player.former_team_s..sports.sports_team_roster.position	ns:sports.pro_athlete	ns:sports.sports_position
ns:base.argumentmaps.innovative_work.originalidea	ns:base.argumentmaps.innovative_work	ns:base.argumentmaps.original_idea
ns:user.pjf.default_domain.chicken_breed.origin	ns:user.pjf.default_domain.chicken_breed	ns:location.location
ns:base.prison.prison.prisoners..base.prison.imprisonment.prisoner	ns:base.prison.prison	ns:base.prison.prisoner
ns:olympics.olympic_sport.athletes..olympics.olympic_athlete_affiliation.sport	ns:olympics.olympic_sport	ns:olympics.olympic_sport
ns:base.fictionaluniverse.fictional_spacecraft.spacecraft_class	ns:base.fictionaluniverse.fictional_spacecraft	ns:base.fictionaluniverse.fictional_spacecraft_class
ns:music.recording.contributions..music.track_contribution.contributor	ns:music.recording	ns:music.artist
ns:base.americancomedy.double_act.comic	ns:base.americancomedy.double_act	ns:base.americancomedy.double_act_comic
ns:education.field_of_study.subdiscipline_of	ns:education.field_of_study	ns:education.field_of_study
ns:user.techgnostic.default_domain.newspaper.market_areas	ns:user.techgnostic.default_domain.newspaper	ns:user.techgnostic.default_domain.market_area
ns:soccer.football_team.purchased_players..soccer.football_player_transfer.player	ns:soccer.football_team	ns:soccer.football_player
ns:symbols.heraldic_supporter.coat_of_arms	ns:symbols.heraldic_supporter	ns:symbols.coat_of_arms
